# 17-611-12-26 top 10kx ALKA - modulus [um];17-611-12-26 top 10kx ALKA - orientation [deg];17-611-12-26 top 10kx ALKA - height [um]; Pixel size: 0.011765
0.73406;276.44160;1.03676
0.40208;290.55605;0.56788
0.57697;73.41266;0.81488
0.65346;76.46414;0.92292
0.71921;273.75173;1.01577
0.24140;223.02507;0.34094
0.58234;135.00000;0.82247
0.58412;304.33022;0.82498
0.78966;65.34410;1.11527
0.49915;45.00000;0.70497
0.74194;165.30268;1.04788
0.54081;314.11860;0.76381
0.38268;45.00000;0.54048
0.54906;225.00000;0.77547
0.78641;51.07246;1.11069
0.41596;135.00000;0.58748
0.44923;135.00000;0.63447
1.39825;67.75098;1.97483
0.28285;135.00000;0.39948
0.52417;44.09062;0.74031
0.24957;315.00000;0.35249
0.49090;225.97102;0.69332
0.44923;225.00000;0.63447
0.46587;45.00000;0.65797
0.38268;135.00000;0.54048
0.31613;315.00000;0.44648
0.39932;135.00000;0.56398
0.56570;225.00000;0.79897
0.43259;225.00000;0.61097
0.31613;225.00000;0.44648
0.35782;43.66778;0.50537
0.33276;135.00000;0.46998
1.01493;45.00000;1.43344
0.28285;135.00000;0.39948
0.38268;45.00000;0.54048
0.83191;45.00000;1.17495
0.29949;135.00000;0.42298
0.36604;45.00000;0.51698
0.44923;315.00000;0.63447
0.49915;225.00000;0.70497
0.40772;223.83086;0.57585
0.41093;156.37062;0.58038
0.32455;136.46880;0.45838
0.92458;345.25644;1.30583
0.32455;223.53120;0.45838
0.78200;45.00000;1.10445
0.73208;315.00000;1.03396
0.98166;45.00000;1.38644
0.34940;45.00000;0.49348
0.45763;133.95837;0.64633
0.68217;315.00000;0.96346
0.29129;313.36342;0.41140
0.28285;315.00000;0.39948
0.55744;224.14490;0.78730
0.44923;315.00000;0.63447
0.58234;135.00000;0.82247
0.36604;135.00000;0.51698
0.56570;135.00000;0.79897
0.50603;144.46232;0.71469
0.27466;136.73570;0.38791
0.46587;315.00000;0.65797
0.88948;217.47618;1.25626
0.26621;45.00000;0.37598
0.28285;315.00000;0.39948
0.86519;135.00000;1.22195
0.63225;315.00000;0.89296
0.63225;135.00000;0.89296
0.19966;315.00000;0.28199
0.68217;225.00000;0.96346
0.09983;45.00000;0.14099
0.43259;315.00000;0.61097
0.28285;225.00000;0.39948
0.68217;45.00000;0.96346
0.51578;315.00000;0.72847
0.34940;45.00000;0.49348
0.54906;225.00000;0.77547
0.39109;136.21888;0.55235
0.43259;225.00000;0.61097
0.51578;225.00000;0.72847
0.21630;135.00000;0.30549
0.84027;224.43273;1.18676
0.34940;225.00000;0.49348
0.48251;45.00000;0.68147
0.34940;45.00000;0.49348
0.44099;316.08092;0.62283
0.31613;45.00000;0.44648
0.54081;134.11860;0.76381
0.43259;45.00000;0.61097
0.26621;135.00000;0.37598
0.63225;135.00000;0.89296
0.71544;45.00000;1.01046
0.54906;225.00000;0.77547
0.48251;315.00000;0.68147
0.26621;135.00000;0.37598
0.31613;45.00000;0.44648
0.53242;45.00000;0.75197
