# 17-611-12-26 top 10kx ALKA - modulus [um];17-611-12-26 top 10kx ALKA - orientation [deg];17-611-12-26 top 10kx ALKA - height [um]; Pixel size: 0.011765
0.34118;136.39718;0.48187
0.38268;45.00000;0.54048
0.48251;45.00000;0.68147
0.33276;225.00000;0.46998
0.29949;225.00000;0.42298
0.42761;352.09284;0.60393
0.07892;153.43495;0.11147
0.69054;314.30972;0.97528
1.25643;173.00807;1.77452
0.39932;45.00000;0.56398
0.36604;225.00000;0.51698
0.37445;46.27303;0.52886
0.76536;315.00000;1.08095
0.36604;45.00000;0.51698
0.51578;315.00000;0.72847
0.29129;136.63658;0.41140
0.36319;204.90477;0.51296
0.41596;45.00000;0.58748
0.29129;136.63658;0.41140
0.33276;225.00000;0.46998
0.33276;45.00000;0.46998
0.43259;135.00000;0.61097
0.34940;45.00000;0.49348
0.53242;225.00000;0.75197
0.24957;45.00000;0.35249
0.56570;45.00000;0.79897
0.52417;315.90938;0.74031
0.26621;315.00000;0.37598
0.41596;315.00000;0.58748
0.44099;136.08092;0.62283
0.39109;223.78112;0.55235
0.76536;135.00000;1.08095
0.36604;45.00000;0.51698
0.29129;223.36342;0.41140
0.79863;225.00000;1.12795
0.37445;133.72697;0.52886
0.31613;45.00000;0.44648
0.69054;224.30972;0.97528
0.60735;315.78482;0.85779
0.24957;45.00000;0.35249
0.69881;135.00000;0.98696
0.71544;45.00000;1.01046
0.45763;43.95837;0.64633
0.41596;135.00000;0.58748
0.44099;316.08092;0.62283
0.59898;315.00000;0.84596
0.35782;133.66778;0.50537
0.54906;315.00000;0.77547
0.26621;45.00000;0.37598
0.27466;313.26430;0.38791
0.84027;224.43273;1.18676
0.31613;45.00000;0.44648
0.53242;45.00000;0.75197
0.30792;313.45184;0.43489
0.33276;315.00000;0.46998
0.36604;45.00000;0.51698
0.34940;225.00000;0.49348
1.58915;146.78052;2.24443
0.44923;315.00000;0.63447
0.69881;225.00000;0.98696
0.49915;135.00000;0.70497
0.36604;135.00000;0.51698
0.39932;315.00000;0.56398
0.38268;315.00000;0.54048
0.47426;136.00509;0.66982
0.44923;135.00000;0.63447
0.49915;315.00000;0.70497
0.39932;225.00000;0.56398
0.34940;225.00000;0.49348
0.31613;45.00000;0.44648
0.34940;315.00000;0.49348
0.14974;315.00000;0.21149
0.29949;135.00000;0.42298
0.33276;315.00000;0.46998
0.69881;135.00000;0.98696
0.13311;45.00000;0.18799
0.50753;224.06081;0.71682
0.66553;45.00000;0.93996
0.29949;135.00000;0.42298
0.43259;135.00000;0.61097
0.27466;136.73570;0.38791
0.51578;225.00000;0.72847
0.58234;135.00000;0.82247
0.45763;133.95837;0.64633
0.49090;134.02898;0.69332
0.34940;45.00000;0.49348
0.39932;45.00000;0.56398
0.51134;336.97451;0.72219
0.78200;315.00000;1.10445
0.44099;313.91908;0.62283
0.19152;312.51045;0.27049
0.76536;225.00000;1.08095
0.33276;225.00000;0.46998
0.23294;45.00000;0.32899
0.35782;226.33222;0.50537
0.36604;315.00000;0.51698
0.36604;135.00000;0.51698
0.36604;45.00000;0.51698
0.55744;135.85510;0.78730
0.64063;314.25594;0.90479
0.31613;315.00000;0.44648
0.73208;315.00000;1.03396
0.76536;45.00000;1.08095
0.33276;45.00000;0.46998
0.46587;135.00000;0.65797
0.41596;315.00000;0.58748
0.33276;135.00000;0.46998
0.33276;45.00000;0.46998
0.29949;45.00000;0.42298
0.50753;45.93919;0.71682
0.34118;316.39718;0.48187
0.39932;315.00000;0.56398
0.35782;316.33222;0.50537
0.59898;225.00000;0.84596
0.31613;45.00000;0.44648
0.38268;315.00000;0.54048
0.29949;45.00000;0.42298
0.56570;225.00000;0.79897
0.47426;223.99491;0.66982
0.34940;135.00000;0.49348
0.41596;315.00000;0.58748
0.46587;45.00000;0.65797
0.54906;135.00000;0.77547
0.41596;315.00000;0.58748
0.37445;46.27303;0.52886
0.38268;135.00000;0.54048
0.26621;135.00000;0.37598
1.07892;341.56505;1.52382
0.46587;225.00000;0.65797
0.71544;315.00000;1.01046
0.51578;45.00000;0.72847
0.37445;226.27303;0.52886
0.73208;315.00000;1.03396
0.49090;315.97102;0.69332
0.29949;225.00000;0.42298
0.54906;45.00000;0.77547
0.46587;135.00000;0.65797
0.24957;45.00000;0.35249
0.39109;46.21888;0.55235
0.34940;45.00000;0.49348
0.48251;225.00000;0.68147
0.29129;136.63658;0.41140
0.54081;315.88140;0.76381
0.51578;315.00000;0.72847
0.19152;222.51045;0.27049
0.41596;315.00000;0.58748
0.46587;315.00000;0.65797
0.60735;135.78482;0.85779
0.96106;140.46384;1.35736
0.38268;135.00000;0.54048
0.73208;45.00000;1.03396
0.24957;225.00000;0.35249
0.39109;223.78112;0.55235
0.41596;45.00000;0.58748
0.40772;46.16914;0.57585
0.34118;136.39718;0.48187
0.28285;315.00000;0.39948
0.29949;315.00000;0.42298
0.89018;315.53546;1.25725
0.49483;198.00416;0.69887
0.59898;315.00000;0.84596
0.43259;45.00000;0.61097
0.59898;315.00000;0.84596
0.44923;225.00000;0.63447
0.49090;225.97102;0.69332
0.46587;225.00000;0.65797
0.48251;225.00000;0.68147
0.33276;315.00000;0.46998
0.43259;315.00000;0.61097
0.29129;43.36342;0.41140
0.38268;45.00000;0.54048
0.69881;225.00000;0.98696
0.14974;225.00000;0.21149
0.26621;225.00000;0.37598
0.73208;225.00000;1.03396
0.36604;45.00000;0.51698
0.48251;135.00000;0.68147
0.53242;45.00000;0.75197
0.54906;45.00000;0.77547
0.51578;315.00000;0.72847
0.33276;315.00000;0.46998
0.41596;225.00000;0.58748
0.71544;315.00000;1.01046
0.29949;135.00000;0.42298
0.49090;315.97102;0.69332
0.59898;225.00000;0.84596
1.20003;241.92751;1.69486
0.71544;135.00000;1.01046
0.33276;315.00000;0.46998
0.37445;46.27303;0.52886
0.53242;45.00000;0.75197
0.47089;167.00538;0.66507
0.66553;45.00000;0.93996
0.37445;46.27303;0.52886
0.46587;45.00000;0.65797
0.61561;225.00000;0.86946
0.19966;135.00000;0.28199
0.26621;225.00000;0.37598
0.54906;135.00000;0.77547
0.22477;222.87890;0.31745
0.36604;135.00000;0.51698
1.13610;105.61939;1.60457
0.61561;45.00000;0.86946
0.39966;227.38594;0.56447
0.29949;135.00000;0.42298
0.24957;225.00000;0.35249
0.57948;95.82634;0.81843
0.58210;255.96376;0.82213
0.55806;251.56505;0.78818
0.54691;108.82471;0.77243
0.34301;112.16635;0.48444
0.57251;260.53768;0.80858
